eevp,eevp_source,vote_share_trd,trump2016,votes2012,votes2016,expected_votes,state,timestamp,time_cat,vote_share_rep,vote_share_dem,votes,num_Trump,num_Biden,new_Trump,new_Biden
31,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T03:23:45Z,4-Nov,0.651,0.323,129682,84422.982,41887.286,357.399,177.327
33,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T03:27:55Z,4-Nov,0.653,0.321,135681,88599.693,43553.601,4176.711,1666.315
33,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T03:32:40Z,4-Nov,0.657,0.318,138881,91244.817,44164.158,2645.124,610.557
34,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T03:35:23Z,4-Nov,0.656,0.318,140222,91985.632,44590.596,740.815,426.438
34,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T03:35:51Z,4-Nov,0.657,0.318,142408,93562.056,45285.744,1576.424,695.148
36,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T03:37:18Z,4-Nov,0.66,0.314,150295,99194.7,47192.63,5632.644,1906.886
37,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T03:42:59Z,4-Nov,0.662,0.312,154029,101967.198,48057.048,2772.498,864.418
37,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T03:46:23Z,4-Nov,0.662,0.312,154261,102120.782,48129.432,153.584,72.384
39,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T03:50:32Z,4-Nov,0.664,0.311,160823,106786.472,50015.953,4665.69,1886.521
40,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T03:53:02Z,4-Nov,0.663,0.311,164620,109143.06,51196.82,2356.588,1180.867
40,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T03:53:17Z,4-Nov,0.663,0.311,165911,109998.993,51598.321,855.933,401.501
40,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T03:54:28Z,4-Nov,0.66,0.314,167436,110507.76,52574.904,508.767,976.583
50,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T03:58:11Z,4-Nov,0.641,0.333,206273,132220.993,68688.909,21713.233,16114.005
50,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T03:58:51Z,4-Nov,0.642,0.332,209103,134244.126,69422.196,2023.133,733.287
52,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T04:01:36Z,4-Nov,0.644,0.33,215042,138487.048,70963.86,4242.922,1541.664
53,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T04:08:28Z,4-Nov,0.645,0.329,219427,141530.415,72191.483,3043.367,1227.623
53,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T04:11:17Z,4-Nov,0.645,0.329,220707,142356.015,72612.603,825.6,421.12
58,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T04:12:23Z,4-Nov,0.646,0.328,241313,155888.198,79150.664,13532.183,6538.061
59,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T04:18:15Z,4-Nov,0.646,0.328,245094,158330.724,80390.832,2442.526,1240.168
59,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T04:22:24Z,4-Nov,0.646,0.327,245326,158480.596,80221.602,149.872,-169.23
60,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T04:22:53Z,4-Nov,0.646,0.327,248856,160760.976,81375.912,2280.38,1154.31
62,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T04:26:41Z,4-Nov,0.646,0.328,255490,165046.54,83800.72,4285.564,2424.808
62,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T04:32:36Z,4-Nov,0.646,0.328,258546,167020.716,84803.088,1974.176,1002.368
64,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T04:38:46Z,4-Nov,0.646,0.328,266100,171900.6,87280.8,4879.884,2477.712
64,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T04:41:38Z,4-Nov,0.643,0.33,266100,171102.3,87813,-798.3,532.2
64,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T04:41:46Z,4-Nov,0.644,0.33,266374,171544.856,87903.42,442.556,90.42
64,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T04:41:58Z,4-Nov,0.643,0.331,267088,171737.584,88406.128,192.728,502.708
65,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T04:42:34Z,4-Nov,0.643,0.33,268352,172550.336,88556.16,812.752,150.032
66,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T04:43:11Z,4-Nov,0.644,0.33,274773,176953.812,90675.09,4403.476,2118.93
66,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T04:43:45Z,4-Nov,0.645,0.329,275372,177614.94,90597.388,661.128,-77.702
67,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T04:46:34Z,4-Nov,0.646,0.328,279381,180480.126,91636.968,2865.186,1039.58
67,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T04:51:46Z,4-Nov,0.646,0.328,280076,180929.096,91864.928,448.97,227.96
68,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T04:52:28Z,4-Nov,0.645,0.329,280574,180970.23,92308.846,41.134,443.918
68,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T04:53:54Z,4-Nov,0.645,0.329,280685,181041.825,92345.365,71.595,36.519
68,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T04:57:24Z,4-Nov,0.645,0.329,280987,181236.615,92444.723,194.79,99.358
68,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T05:01:20Z,4-Nov,0.646,0.328,282445,182459.47,92641.96,1222.855,197.237
69,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T05:02:10Z,4-Nov,0.649,0.325,286999,186262.351,93274.675,3802.881,632.715
69,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T05:03:52Z,4-Nov,0.648,0.327,286999,185975.352,93848.673,-286.999,573.998
69,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T05:06:12Z,4-Nov,0.648,0.327,287123,186055.704,93889.221,80.352,40.548
69,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T05:07:24Z,4-Nov,0.648,0.326,288244,186782.112,93967.544,726.408,78.323
70,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T05:11:11Z,4-Nov,0.648,0.326,288639,187038.072,94096.314,255.96,128.77
70,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T05:14:30Z,4-Nov,0.648,0.326,291797,189084.456,95125.822,2046.384,1029.508
74,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T05:16:35Z,4-Nov,0.646,0.328,308729,199438.934,101263.112,10354.478,6137.29
76,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T05:23:00Z,4-Nov,0.647,0.327,314168,203266.696,102732.936,3827.762,1469.824
77,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T05:27:26Z,4-Nov,0.646,0.328,319563,206437.698,104816.664,3171.002,2083.728
78,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T05:31:56Z,4-Nov,0.648,0.326,325411,210866.328,106083.986,4428.63,1267.322
78,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T05:32:14Z,4-Nov,0.648,0.326,325502,210925.296,106113.652,58.968,29.666
78,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T05:33:20Z,4-Nov,0.648,0.326,325507,210928.536,106115.282,3.24,1.63
79,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T05:37:13Z,4-Nov,0.648,0.326,326400,211507.2,106406.4,578.664,291.118
79,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T05:42:02Z,4-Nov,0.647,0.326,326994,211565.118,106600.044,57.918,193.644
79,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T05:44:35Z,4-Nov,0.647,0.326,328931,212818.357,107231.506,1253.239,631.462
80,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T05:46:50Z,4-Nov,0.646,0.328,332808,214993.968,109161.024,2175.611,1929.518
81,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T05:48:04Z,4-Nov,0.645,0.328,334892,216005.34,109844.576,1011.372,683.552
81,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T05:51:48Z,4-Nov,0.645,0.328,335389,216325.905,110007.592,320.565,163.016
81,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T05:56:57Z,4-Nov,0.645,0.329,335707,216531.015,110447.603,205.11,440.011
82,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T06:01:47Z,4-Nov,0.645,0.329,339592,219036.84,111725.768,2505.825,1278.165
82,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T06:06:25Z,4-Nov,0.644,0.329,341785,220109.54,112447.265,1072.7,721.497
83,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T06:15:54Z,4-Nov,0.644,0.33,343443,221177.292,113336.19,1067.752,888.925
86,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T06:20:53Z,4-Nov,0.642,0.331,358631,230241.102,118706.861,9063.81,5370.671
87,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T06:30:53Z,4-Nov,0.642,0.332,360437,231400.554,119665.084,1159.452,958.223
89,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T06:35:52Z,4-Nov,0.641,0.333,369109,236598.869,122913.297,5198.315,3248.213
90,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T06:50:50Z,4-Nov,0.641,0.332,373345,239314.145,123950.54,2715.276,1037.243
90,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T06:55:53Z,4-Nov,0.641,0.332,373491,239407.731,123999.012,93.586,48.472
90,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T07:01:50Z,4-Nov,0.642,0.331,375204,240880.968,124192.524,1473.237,193.512
91,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T07:05:52Z,4-Nov,0.641,0.332,377001,241657.641,125164.332,776.673,971.808
91,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T07:10:04Z,4-Nov,0.641,0.332,377061,241696.101,125184.252,38.46,19.92
91,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T07:11:50Z,4-Nov,0.641,0.332,377224,241800.584,125238.368,104.483,54.116
91,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T07:15:15Z,4-Nov,0.64,0.333,377747,241758.08,125789.751,-42.504,551.383
91,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T07:21:49Z,4-Nov,0.64,0.333,378160,242022.4,125927.28,264.32,137.529
91,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T07:25:50Z,4-Nov,0.64,0.333,378979,242546.56,126200.007,524.16,272.727
92,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T07:45:50Z,4-Nov,0.64,0.333,379779,243058.56,126466.407,512,266.4
92,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T07:56:50Z,4-Nov,0.641,0.333,381097,244283.177,126905.301,1224.617,438.894
92,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T08:20:53Z,4-Nov,0.64,0.333,381611,244231.04,127076.463,-52.137,171.162
92,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T15:15:51Z,4-Nov,0.64,0.333,381614,244232.96,127077.462,1.92,0.999
92,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T15:20:52Z,4-Nov,0.64,0.333,381616,244234.24,127078.128,1.28,0.666
92,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T15:30:53Z,4-Nov,0.64,0.333,381617,244234.88,127078.461,0.64,0.333
92,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T15:36:22Z,4-Nov,0.64,0.333,381618,244235.52,127078.794,0.64,0.333
92,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T15:45:50Z,4-Nov,0.64,0.333,381619,244236.16,127079.127,0.64,0.333
92,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T15:55:51Z,4-Nov,0.64,0.333,381621,244237.44,127079.793,1.28,0.666
92,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T16:01:18Z,4-Nov,0.64,0.333,381623,244238.72,127080.459,1.28,0.666
92,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T16:11:52Z,4-Nov,0.64,0.333,381625,244240,127081.125,1.28,0.666
92,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T16:20:51Z,4-Nov,0.64,0.333,381627,244241.28,127081.791,1.28,0.666
92,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T17:05:55Z,4-Nov,0.64,0.333,381628,244241.92,127082.124,0.64,0.333
92,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T17:11:52Z,4-Nov,0.64,0.333,381629,244242.56,127082.457,0.64,0.333
92,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T17:45:58Z,4-Nov,0.64,0.333,381630,244243.2,127082.79,0.64,0.333
92,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T18:05:53Z,4-Nov,0.64,0.333,381632,244244.48,127083.456,1.28,0.666
92,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T18:11:52Z,4-Nov,0.64,0.333,381633,244245.12,127083.789,0.64,0.333
92,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T18:40:57Z,4-Nov,0.64,0.333,381638,244248.32,127085.454,3.2,1.665
92,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T20:45:52Z,4-Nov,0.64,0.333,381639,244248.96,127085.787,0.64,0.333
92,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T21:11:53Z,4-Nov,0.64,0.333,381646,244253.44,127088.118,4.48,2.331
92,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T21:35:51Z,4-Nov,0.64,0.333,381647,244254.08,127088.451,0.64,0.333
92,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T21:45:52Z,4-Nov,0.64,0.333,381648,244254.72,127088.784,0.64,0.333
92,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T21:51:16Z,4-Nov,0.64,0.333,381650,244256,127089.45,1.28,0.666
92,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T21:55:52Z,4-Nov,0.64,0.333,381652,244257.28,127090.116,1.28,0.666
92,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T23:05:52Z,4-Nov,0.64,0.333,381653,244257.92,127090.449,0.64,0.333
99,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T23:45:56Z,4-Nov,0.617,0.357,422227,260514.059,150735.039,16256.139,23644.59
99,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T23:51:50Z,4-Nov,0.616,0.357,422641,260346.856,150882.837,-167.203,147.798
99,edison,0,227721,363815,370093,430000,south-dakota,2020-11-05T14:31:18Z,5-Nov,0.616,0.357,422642,260347.472,150883.194,0.616,0.357
99,edison,0,227721,363815,370093,430000,south-dakota,2020-11-05T14:35:45Z,5-Nov,0.616,0.357,422645,260349.32,150884.265,1.848,1.071
99,edison,0,227721,363815,370093,430000,south-dakota,2020-11-05T15:01:08Z,5-Nov,0.618,0.356,422646,261195.228,150461.976,845.908,-422.289
99,edison,0,227721,363815,370093,430000,south-dakota,2020-11-05T15:01:46Z,5-Nov,0.618,0.356,422649,261197.082,150463.044,1.854,1.068
99,edison,0,227721,363815,370093,430000,south-dakota,2020-11-05T15:21:10Z,5-Nov,0.618,0.356,422654,261200.172,150464.824,3.09,1.78
99,edison,0,227721,363815,370093,430000,south-dakota,2020-11-05T15:25:45Z,5-Nov,0.618,0.356,422656,261201.408,150465.536,1.236,0.712
99,edison,0,227721,363815,370093,430000,south-dakota,2020-11-05T15:31:12Z,5-Nov,0.618,0.356,422657,261202.026,150465.892,0.618,0.356
99,edison,0,227721,363815,370093,430000,south-dakota,2020-11-05T15:35:45Z,5-Nov,0.618,0.356,422659,261203.262,150466.604,1.236,0.712
99,edison,0,227721,363815,370093,430000,south-dakota,2020-11-05T15:45:49Z,5-Nov,0.618,0.356,422660,261203.88,150466.96,0.618,0.356
99,edison,0,227721,363815,370093,430000,south-dakota,2020-11-05T16:55:45Z,5-Nov,0.618,0.356,422661,261204.498,150467.316,0.618,0.356
99,edison,0,227721,363815,370093,430000,south-dakota,2020-11-05T17:35:45Z,5-Nov,0.618,0.356,422662,261205.116,150467.672,0.618,0.356
99,edison,0,227721,363815,370093,430000,south-dakota,2020-11-05T17:51:46Z,5-Nov,0.618,0.356,422665,261206.97,150468.74,1.854,1.068
99,edison,0,227721,363815,370093,430000,south-dakota,2020-11-05T18:41:49Z,5-Nov,0.618,0.356,422667,261208.206,150469.452,1.236,0.712
99,edison,0,227721,363815,370093,430000,south-dakota,2020-11-05T19:25:42Z,5-Nov,0.618,0.356,422668,261208.824,150469.808,0.618,0.356
99,edison,0,227721,363815,370093,430000,south-dakota,2020-11-05T22:25:42Z,5-Nov,0.618,0.356,422673,261211.914,150471.588,3.09,1.78
99,edison,0,227721,363815,370093,430000,south-dakota,2020-11-06T21:10:40Z,6-Nov,0.618,0.356,422677,261214.386,150473.012,2.472,1.424
99,edison,0,227721,363815,370093,430000,south-dakota,2020-11-06T21:20:38Z,6-Nov,0.618,0.356,422678,261215.004,150473.368,0.618,0.356
2,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:06:57Z,4-Nov,0.724,0.264,56598,40976.952,14941.872,40976.952,14941.872
3,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:07:57Z,4-Nov,0.73,0.258,76207,55631.11,19661.406,14654.158,4719.534
3,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:09:05Z,4-Nov,0.734,0.255,101623,74591.282,25913.865,18960.172,6252.459
4,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:10:00Z,4-Nov,0.737,0.252,124565,91804.405,31390.38,17213.123,5476.515
4,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:10:57Z,4-Nov,0.739,0.25,130377,96348.603,32594.25,4544.198,1203.87
5,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:12:05Z,4-Nov,0.743,0.246,140712,104549.016,34615.152,8200.413,2020.902
5,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:12:57Z,4-Nov,0.744,0.246,149743,111408.792,36836.778,6859.776,2221.626
6,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:13:58Z,4-Nov,0.751,0.237,186335,139937.585,44161.395,28528.793,7324.617
7,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:14:57Z,4-Nov,0.752,0.237,195425,146959.6,46315.725,7022.015,2154.33
7,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:15:38Z,4-Nov,0.747,0.241,211957,158331.879,51081.637,11372.279,4765.912
9,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:15:59Z,4-Nov,0.723,0.266,253249,183099.027,67364.234,24767.148,16282.597
9,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:16:56Z,4-Nov,0.722,0.266,253685,183160.57,67480.21,61.543,115.976
10,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:18:58Z,4-Nov,0.721,0.267,293180,211382.78,78279.06,28222.21,10798.85
11,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:19:57Z,4-Nov,0.721,0.267,325756,234870.076,86976.852,23487.296,8697.792
12,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:20:59Z,4-Nov,0.724,0.264,353145,255676.98,93230.28,20806.904,6253.428
12,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:21:41Z,4-Nov,0.724,0.264,353196,255713.904,93243.744,36.924,13.464
12,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:22:55Z,4-Nov,0.727,0.262,359805,261578.235,94268.91,5864.331,1025.166
14,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:23:58Z,4-Nov,0.725,0.263,401106,290801.85,105490.878,29223.615,11221.968
14,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:24:56Z,4-Nov,0.726,0.262,406564,295165.464,106519.768,4363.614,1028.89
14,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:25:57Z,4-Nov,0.727,0.261,420639,305804.553,109786.779,10639.089,3267.011
15,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:26:57Z,4-Nov,0.727,0.26,428544,311551.488,111421.44,5746.935,1634.661
15,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:27:02Z,4-Nov,0.727,0.26,428563,311565.301,111426.38,13.813,4.94
16,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:27:57Z,4-Nov,0.727,0.261,476993,346773.911,124495.173,35208.61,13068.793
16,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:28:55Z,4-Nov,0.727,0.26,477602,347216.654,124176.52,442.743,-318.653
16,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:29:23Z,4-Nov,0.727,0.26,478332,347747.364,124366.32,530.71,189.8
16,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:29:58Z,4-Nov,0.727,0.26,478627,347961.829,124443.02,214.465,76.7
17,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:30:56Z,4-Nov,0.726,0.261,489286,355221.636,127703.646,7259.807,3260.626
19,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:32:00Z,4-Nov,0.728,0.259,547224,398379.072,141731.016,43157.436,14027.37
23,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:33:19Z,4-Nov,0.684,0.303,657641,449826.444,199265.223,51447.372,57534.207
23,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:33:56Z,4-Nov,0.684,0.303,658588,450474.192,199552.164,647.748,286.941
24,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:34:11Z,4-Nov,0.684,0.303,687002,469909.368,208161.606,19435.176,8609.442
24,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:34:56Z,4-Nov,0.684,0.303,687581,470305.404,208337.043,396.036,175.437
24,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:36:01Z,4-Nov,0.684,0.303,688291,470791.044,208552.173,485.64,215.13
24,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:36:57Z,4-Nov,0.685,0.302,692557,474401.545,209152.214,3610.501,600.041
24,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:37:58Z,4-Nov,0.685,0.302,693711,475192.035,209500.722,790.49,348.508
25,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:38:58Z,4-Nov,0.689,0.298,726660,500668.74,216544.68,25476.705,7043.958
26,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:40:55Z,4-Nov,0.691,0.295,749878,518165.698,221214.01,17496.958,4669.33
26,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:41:56Z,4-Nov,0.692,0.295,751010,519698.92,221547.95,1533.222,333.94
33,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:49:58Z,4-Nov,0.681,0.305,962272,655307.232,293492.96,135608.312,71945.01
33,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:50:18Z,4-Nov,0.681,0.305,962296,655323.576,293500.28,16.344,7.32
33,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:50:58Z,4-Nov,0.681,0.305,964885,657086.685,294289.925,1763.109,789.645
35,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:52:04Z,4-Nov,0.686,0.3,1023089,701839.054,306926.7,44752.369,12636.775
36,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:52:58Z,4-Nov,0.687,0.299,1034509,710707.683,309318.191,8868.629,2391.491
45,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:54:03Z,4-Nov,0.612,0.372,1304815,798546.78,485391.18,87839.097,176072.989
45,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:54:58Z,4-Nov,0.615,0.369,1323620,814026.3,488415.78,15479.52,3024.6
45,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:55:09Z,4-Nov,0.615,0.369,1323638,814037.37,488422.422,11.07,6.642
46,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:55:56Z,4-Nov,0.616,0.368,1329596,819031.136,489291.328,4993.766,868.906
46,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:56:24Z,4-Nov,0.616,0.367,1330670,819692.72,488355.89,661.584,-935.438
46,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:57:01Z,4-Nov,0.617,0.367,1335678,824113.326,490193.826,4420.606,1837.936
46,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:57:10Z,4-Nov,0.617,0.367,1335738,824150.346,490215.846,37.02,22.02
46,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T01:57:57Z,4-Nov,0.617,0.366,1339476,826456.692,490248.216,2306.346,32.37
57,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T02:10:47Z,4-Nov,0.619,0.364,1649153,1020825.707,600291.692,194369.015,110043.476
58,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T02:13:20Z,4-Nov,0.623,0.36,1694533,1055694.059,610031.88,34868.352,9740.188
58,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T02:13:48Z,4-Nov,0.623,0.36,1694556,1055708.388,610040.16,14.329,8.28
61,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T02:19:16Z,4-Nov,0.622,0.36,1769819,1100827.418,637134.84,45119.03,27094.68
61,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T02:19:55Z,4-Nov,0.623,0.36,1778177,1107804.271,640143.72,6976.853,3008.88
62,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T02:22:04Z,4-Nov,0.624,0.358,1794686,1119884.064,642497.588,12079.793,2353.868
62,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T02:22:26Z,4-Nov,0.624,0.358,1796670,1121122.08,643207.86,1238.016,710.272
62,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T02:22:45Z,4-Nov,0.624,0.358,1797031,1121347.344,643337.098,225.264,129.238
65,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T02:28:17Z,4-Nov,0.629,0.354,1878947,1181857.663,665147.238,60510.319,21810.14
65,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T02:29:53Z,4-Nov,0.63,0.352,1899177,1196481.51,668510.304,14623.847,3363.066
76,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T02:30:53Z,4-Nov,0.591,0.391,2199523,1299918.093,860013.493,103436.583,191503.189
76,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T02:31:35Z,4-Nov,0.592,0.39,2218099,1313114.608,865058.61,13196.515,5045.117
77,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T02:34:54Z,4-Nov,0.593,0.39,2226229,1320153.797,868229.31,7039.189,3170.7
83,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T02:46:47Z,4-Nov,0.599,0.383,2414124,1446060.276,924609.492,125906.479,56380.182
84,edison,0,1522925,2458577,2508027,3060000,tennessee,2020-11-04T02:47:28Z,4-Nov,0.6,0.382,2439439,1463663.4,931865.698,17603.124,7256.206
