,eevp,eevp_source,vote_share_trd,trump2016,votes2012,votes2016,expected_votes,state,timestamp,hour_seconds,time_cat,vote_share_rep,vote_share_dem,votes,num_Trump,num_Biden,new_Trump,new_Biden,id,diff,d1_NEW,r_NEW,rabs_NEW,diff_cat,outlier,weird,
7313,94,edison,0,4685047,7993851,8969226,11660000,texas,2020-11-04T07:01:56Z,07:01:56Z,4-Nov,0.523,0.463,10963905,5734122.315,5076288.015,12751.233,1585.312,7313,0.06,6.52E-06,-0.520105422,0.520105422,low,normal,normal,
5262,64,edison,0,1601933,3648263,3906723,4495000,new-jersey,2020-11-04T07:02:11Z,07:02:11Z,4-Nov,0.378,0.609,2890022,1092428.316,1760023.398,50417.465,88407.046,5262,0.231,3.66E-05,0.779156611,0.779156611,high,normal,normal,
6334,69,edison,0,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T07:02:53Z,07:02:53Z,4-Nov,0.565,0.422,4966035,2805809.775,2095666.77,22621.47,21822.033,6334,0.143,2.17E-06,-0.280233481,0.280233481,low,normal,normal,
4540,65,edison,0,700714,1285584,1211088,1330000,mississippi,2020-11-04T07:03:04Z,07:03:04Z,4-Nov,0.62,0.364,866890,537471.8,315547.96,526.38,309.036,4540,0.256,4.63E-07,0.134219237,0.134219237,high,normal,normal,
3963,65,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T07:03:17Z,07:03:17Z,4-Nov,0.533,0.45,3656445,1948885.185,1645400.25,3587.623,3028.95,3963,0.083,1.09E-07,0.066371231,0.066371231,low,normal,normal,
7429,76,edison,0,515231,1017440,1143601,1350000,utah,2020-11-04T07:03:45Z,07:03:45Z,4-Nov,0.577,0.386,1024117,590915.509,395309.162,79.049,52.882,7429,0.191,5.81E-07,0.149785149,0.149785149,high,normal,normal,
3964,65,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T07:03:45Z,07:03:45Z,4-Nov,0.53,0.452,3689709,1955545.77,1667748.468,6660.585,22348.218,3964,0.078,1.05E-05,0.66175204,0.66175204,low,normal,normal,
6335,69,edison,0,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T07:03:49Z,07:03:49Z,4-Nov,0.565,0.422,4966934,2806317.71,2096046.148,507.935,379.378,6335,0.143,4.90E-07,0.138096914,0.138096914,low,normal,normal,
7314,94,edison,0,4685047,7993851,8969226,11660000,texas,2020-11-04T07:03:57Z,07:03:57Z,4-Nov,0.523,0.463,10963915,5734127.545,5076292.645,5.23,4.63,7314,0.06,6.00E-07,0.152114628,0.152114628,low,normal,normal,
8121,78,edison,0,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T07:04:30Z,07:04:30Z,4-Nov,0.511,0.472,2819920,1440979.12,1331002.24,1999.032,1846.464,8121,0.039,3.09E-07,0.110738122,0.110738122,low,normal,normal,
5351,99,edison,0,319667,783757,798319,920000,new-mexico,2020-11-04T07:04:49Z,07:04:49Z,4-Nov,0.439,0.539,911067,399958.413,491065.113,3755.645,4611.145,5351,0.1,3.55E-07,0.119957671,0.119957671,low,normal,normal,
1405,91,edison,0,2089104,3900050,4141445,5025000,georgia,2020-11-04T07:04:51Z,07:04:51Z,4-Nov,0.506,0.481,4671331,2363693.486,2246910.211,144.21,137.085,1405,0.025,5.77E-07,0.149393135,0.149393135,low,normal,normal,
7481,94,edison,0,95369,299290,315067,370000,vermont,2020-11-04T07:04:56Z,07:04:56Z,4-Nov,0.316,0.65,346813,109592.908,225428.45,52.924,819.65,7481,0.334,8.57E-07,0.181960239,0.181960239,high,normal,normal,
6336,71,edison,0,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T07:05:16Z,07:05:16Z,4-Nov,0.562,0.424,5069377,2848989.874,2149415.848,42672.164,53369.7,6336,0.138,1.47E-06,-0.175386484,0.175386484,low,normal,normal,
3965,65,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T07:05:26Z,07:05:26Z,4-Nov,0.53,0.452,3691717,1956610.01,1668656.084,1064.24,907.616,3965,0.078,4.12E-07,0.127125483,0.127125483,low,normal,normal,
3118,62,edison,0,335593,713180,747927,860000,maine,2020-11-04T07:05:33Z,07:05:33Z,4-Nov,0.444,0.525,529700,235186.8,278092.5,722.848,228.9,3118,0.081,3.67E-07,0.119677901,0.119677901,low,normal,normal,
8122,78,edison,0,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T07:05:38Z,07:05:38Z,4-Nov,0.511,0.472,2820429,1441239.219,1331242.488,260.099,240.248,8122,0.039,5.56E-07,0.146832434,0.146832434,low,normal,normal,
614,88,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T07:05:44Z,07:05:44Z,4-Nov,0.417,0.559,2895470,1207410.99,1618567.73,2055.81,2755.87,614,0.142,5.20E-07,0.14383458,0.14383458,low,normal,normal,
3119,66,edison,0,335593,713180,747927,860000,maine,2020-11-04T07:05:49Z,07:05:49Z,4-Nov,0.423,0.546,570250,241215.75,311356.5,6028.95,33264,3119,0.123,3.11E-05,1.134782993,1.134782993,low,normal,normal,
1406,91,edison,0,2089104,3900050,4141445,5025000,georgia,2020-11-04T07:05:51Z,07:05:51Z,4-Nov,0.506,0.481,4673913,2364999.978,2248152.153,1306.492,1241.942,1406,0.025,4.07E-07,0.126519231,0.126519231,low,normal,normal,
6898,91,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T07:05:52Z,07:05:52Z,4-Nov,0.641,0.332,377001,241657.641,125164.332,776.673,971.808,6898,0.309,5.48E-07,0.146285538,0.146285538,high,normal,normal,
7430,76,edison,0,515231,1017440,1143601,1350000,utah,2020-11-04T07:05:53Z,07:05:53Z,4-Nov,0.578,0.386,1025669,592836.682,395908.234,1921.173,599.072,7430,0.192,1.08E-07,0.065339964,0.065339964,high,normal,normal,
1663,87,edison,0,409055,652346,690433,875000,idaho,2020-11-04T07:05:59Z,07:05:59Z,4-Nov,0.609,0.36,671666,409044.594,241799.76,5140.724,921.34,1663,0.249,2.81E-07,-0.107537913,0.107537913,high,normal,normal,
3966,65,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T07:06:46Z,07:06:46Z,4-Nov,0.53,0.452,3694006,1957823.18,1669690.712,1213.17,1034.628,3966,0.078,3.89E-07,0.123612188,0.123612188,low,normal,normal,
6337,71,edison,0,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T07:06:51Z,07:06:51Z,4-Nov,0.562,0.425,5080760,2855387.12,2159323,6397.246,9907.152,6337,0.137,7.76E-07,0.179356131,0.179356131,low,normal,normal,
7431,77,edison,0,515231,1017440,1143601,1350000,utah,2020-11-04T07:06:54Z,07:06:54Z,4-Nov,0.579,0.385,1033225,598237.275,397791.625,5400.593,1883.391,7431,0.194,1.71E-07,-0.084054224,0.084054224,high,normal,normal,
1876,69,edison,0,2146015,5242014,5594420,6100000,illinois,2020-11-04T07:07:08Z,07:07:08Z,4-Nov,0.422,0.559,4228710,1784515.62,2363848.89,1110.282,1470.729,1876,0.137,5.50E-07,0.146991113,0.146991113,low,normal,normal,
3967,65,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T07:07:09Z,07:07:09Z,4-Nov,0.53,0.452,3698027,1959954.31,1671508.204,2131.13,1817.492,3967,0.078,2.61E-07,0.101957314,0.101957314,low,normal,normal,
1664,88,edison,0,409055,652346,690433,875000,idaho,2020-11-04T07:07:44Z,07:07:44Z,4-Nov,0.61,0.359,679536,414516.96,243953.424,5472.366,2153.664,1664,0.251,1.45E-07,-0.077385706,0.077385706,high,normal,normal,
3968,65,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T07:07:45Z,07:07:45Z,4-Nov,0.53,0.452,3701034,1961548.02,1672867.368,1593.71,1359.164,3968,0.078,3.32E-07,0.114635161,0.114635161,low,normal,normal,
7315,94,edison,0,4685047,7993851,8969226,11660000,texas,2020-11-04T07:07:48Z,07:07:48Z,4-Nov,0.523,0.463,10963994,5734168.862,5076329.222,41.317,36.577,7315,0.06,5.93E-07,0.151310156,0.151310156,low,normal,normal,
4925,78,edison,0,512058,1014918,1125385,1370000,nevada,2020-11-04T07:07:53Z,07:07:53Z,4-Nov,0.477,0.504,1091308,520553.916,550019.232,253.287,267.624,4925,0.027,5.68E-07,0.148320418,0.148320418,low,normal,normal,
8123,79,edison,0,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T07:08:20Z,07:08:20Z,4-Nov,0.511,0.472,2836770,1449589.47,1338955.44,8350.251,7712.952,8123,0.039,1.06E-08,-0.021090375,0.021090375,low,normal,normal,
5143,69,edison,0,345790,710972,744296,805000,new-hampshire,2020-11-04T07:08:35Z,07:08:35Z,4-Nov,0.449,0.531,600674,269702.626,318957.894,13070.096,15095.874,5143,0.082,8.37E-11,0.001862173,0.001862173,low,normal,normal,
3969,65,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T07:08:46Z,07:08:46Z,4-Nov,0.53,0.452,3707328,1964883.84,1675712.256,3335.82,2844.888,3969,0.078,1.34E-07,0.073538494,0.073538494,low,normal,normal,
6338,71,edison,0,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T07:08:49Z,07:08:49Z,4-Nov,0.562,0.424,5085092,2857821.704,2156079.008,2434.584,-3243.992,6338,0.138,3.48E-07,-0.117990672,0.117990672,low,normal,normal,
4248,90,edison,0,1323232,2936561,2945233,3415000,minnesota,2020-11-04T07:08:51Z,07:08:51Z,4-Nov,0.449,0.531,3071907,1379286.243,1631182.617,2202.794,2605.086,4248,0.082,4.20E-07,0.129322862,0.129322862,low,normal,normal,
4798,79,edison,0,279240,484048,501822,605000,montana,2020-11-04T07:09:16Z,07:09:16Z,4-Nov,0.55,0.422,465724,256148.2,196535.528,482.35,370.094,4798,0.128,4.98E-07,0.139201848,0.139201848,low,normal,normal,
2490,89,edison,0,671018,1159971,1194755,1330000,kansas,2020-11-04T07:09:40Z,07:09:40Z,4-Nov,0.568,0.406,1187343,674410.824,482061.258,827.008,591.136,2490,0.162,4.20E-07,0.128155851,0.128155851,high,normal,normal,
3970,66,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T07:09:46Z,07:09:46Z,4-Nov,0.53,0.452,3711016,1966838.48,1677379.232,1954.64,1666.976,3970,0.078,2.84E-07,0.106120747,0.106120747,low,normal,normal,
2111,83,edison,0,1557286,2624534,2757828,3070000,indiana,2020-11-04T07:09:48Z,07:09:48Z,4-Nov,0.593,0.385,2558127,1516969.311,984878.895,24392.462,18353.583,2111,0.208,7.78E-06,-0.521146761,0.521146761,high,normal,normal,
4249,90,edison,0,1323232,2936561,2945233,3415000,minnesota,2020-11-04T07:09:50Z,07:09:50Z,4-Nov,0.449,0.531,3071942,1379301.958,1631201.202,15.715,18.585,4249,0.082,5.99E-07,0.152067787,0.152067787,low,normal,normal,
471,69,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T07:09:58Z,07:09:58Z,4-Nov,0.318,0.664,11151736,3546252.048,7404752.704,28482.126,25203.814,471,0.346,7.39E-06,-0.483142235,0.483142235,high,normal,normal,
6899,91,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T07:10:04Z,07:10:04Z,4-Nov,0.641,0.332,377061,241696.101,125184.252,38.46,19.92,6899,0.309,5.89E-07,0.150808791,0.150808791,high,normal,normal,
165,94,edison,0,1318255,2074338,2123372,2300000,alabama,2020-11-04T07:10:16Z,07:10:16Z,4-Nov,0.633,0.353,2159275,1366821.075,762224.075,-1170.235,550.68,165,0.28,1.55E-06,0.24177913,0.24177913,high,normal,normal,
8124,79,edison,0,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T07:10:45Z,07:10:45Z,4-Nov,0.511,0.471,2843902,1453233.922,1339477.842,3644.452,522.402,8124,0.04,3.41E-08,-0.037159384,0.037159384,low,normal,normal,
7432,77,edison,0,515231,1017440,1143601,1350000,utah,2020-11-04T07:10:53Z,07:10:53Z,4-Nov,0.58,0.384,1043498,605228.84,400703.232,6991.565,2911.607,7432,0.196,4.36E-07,-0.134728345,0.134728345,high,normal,normal,
1665,89,edison,0,409055,652346,690433,875000,idaho,2020-11-04T07:11:17Z,07:11:17Z,4-Nov,0.613,0.356,691693,424007.809,246242.708,9490.849,2289.284,1665,0.257,2.20E-06,-0.303826293,0.303826293,high,normal,normal,
8125,79,edison,0,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T07:11:44Z,07:11:44Z,4-Nov,0.511,0.472,2857924,1460399.164,1348940.128,7165.242,9462.286,8125,0.039,3.30E-07,0.117250219,0.117250219,low,normal,normal,
6900,91,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T07:11:50Z,07:11:50Z,4-Nov,0.641,0.332,377224,241800.584,125238.368,104.483,54.116,6900,0.309,5.70E-07,0.148366959,0.148366959,high,normal,normal,
7316,94,edison,0,4685047,7993851,8969226,11660000,texas,2020-11-04T07:11:59Z,07:11:59Z,4-Nov,0.523,0.463,10967294,5735894.762,5077857.122,1725.9,1527.9,7316,0.06,3.27E-07,0.113756558,0.113756558,low,normal,normal,
5559,84,edison,0,2819534,7073151,7721453,8930000,new-york,2020-11-04T07:12:06Z,07:12:06Z,4-Nov,0.405,0.582,7079856,2867341.68,4120476.192,215.055,309.042,5559,0.177,5.98E-07,0.152182965,0.152182965,high,normal,normal,
8126,79,edison,0,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T07:12:10Z,07:12:10Z,4-Nov,0.511,0.472,2861549,1462251.539,1350651.128,1852.375,1711,8126,0.039,3.26E-07,0.113782214,0.113782214,low,normal,normal,
5144,70,edison,0,345790,710972,744296,805000,new-hampshire,2020-11-04T07:12:20Z,07:12:20Z,4-Nov,0.449,0.531,601684,270156.116,319494.204,453.49,536.31,5144,0.082,5.60E-07,0.14751505,0.14751505,low,normal,normal,
472,69,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T07:12:29Z,07:12:29Z,4-Nov,0.318,0.664,11157531,3548094.858,7408600.584,1842.81,3847.88,472,0.346,1.01E-06,0.199800649,0.199800649,high,normal,normal,
3120,66,edison,0,335593,713180,747927,860000,maine,2020-11-04T07:13:09Z,07:13:09Z,4-Nov,0.423,0.546,571421,241711.083,311995.866,495.333,639.366,3120,0.123,5.73E-07,0.149222532,0.149222532,low,normal,normal,
8127,80,edison,0,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T07:13:38Z,07:13:38Z,4-Nov,0.511,0.472,2862591,1462784.001,1351142.952,532.462,491.824,8127,0.039,5.12E-07,0.141179095,0.141179095,low,normal,normal,
615,88,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T07:13:43Z,07:13:43Z,4-Nov,0.417,0.559,2898804,1208801.268,1620431.436,1390.278,1863.706,615,0.142,5.45E-07,0.146552829,0.146552829,low,normal,normal,
473,69,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T07:13:58Z,07:13:58Z,4-Nov,0.318,0.664,11159167,3548615.106,7409686.888,520.248,1086.304,473,0.346,7.05E-07,0.165660668,0.165660668,high,normal,normal,
474,69,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T07:14:28Z,07:14:28Z,4-Nov,0.318,0.664,11159347,3548672.346,7409806.408,57.24,119.52,474,0.346,6.12E-07,0.153708787,0.153708787,high,normal,normal,
3121,67,edison,0,335593,713180,747927,860000,maine,2020-11-04T07:14:40Z,07:14:40Z,4-Nov,0.423,0.546,572079,241989.417,312355.134,278.334,359.268,3121,0.123,5.85E-07,0.150540598,0.150540598,low,normal,normal,
8128,80,edison,0,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T07:14:56Z,07:14:56Z,4-Nov,0.511,0.471,2872288,1467739.168,1352847.648,4955.167,1704.696,8128,0.04,1.05E-07,-0.065500359,0.065500359,low,normal,normal,
3122,67,edison,0,335593,713180,747927,860000,maine,2020-11-04T07:15:05Z,07:15:05Z,4-Nov,0.424,0.545,576276,244341.024,314070.42,2351.607,1715.286,3122,0.121,1.82E-07,0.085147987,0.085147987,low,normal,normal,
3971,66,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T07:15:08Z,07:15:08Z,4-Nov,0.53,0.452,3731784,1977845.52,1686766.368,11007.04,9387.136,3971,0.078,2.76E-07,-0.107425772,0.107425772,low,normal,normal,
6901,91,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T07:15:15Z,07:15:15Z,4-Nov,0.64,0.333,377747,241758.08,125789.751,-42.504,551.383,6901,0.307,8.10E-07,0.176736838,0.176736838,high,normal,normal,
8208,75,edison,0,174419,249061,255849,280000,wyoming,2020-11-04T07:15:43Z,07:15:43Z,4-Nov,0.743,0.223,217589,161668.627,48522.347,4909.247,859.022,8208,0.52,2.28E-07,-0.096674236,0.096674236,high,normal,normal,
4901,90,edison,0,495961,794379,844227,945000,nebraska,2020-11-04T07:15:52Z,07:15:52Z,4-Nov,0.572,0.407,850924,486728.528,346326.068,771.056,548.636,4901,0.165,4.31E-07,0.129684455,0.129684455,high,normal,normal,
8129,80,edison,0,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T07:15:58Z,07:15:58Z,4-Nov,0.511,0.471,2876339,1469809.229,1354755.669,2070.061,1908.021,8129,0.04,2.99E-07,0.109101783,0.109101783,low,normal,normal,
3972,66,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T07:15:59Z,07:15:59Z,4-Nov,0.53,0.452,3737361,1980801.33,1689287.172,2955.81,2520.804,3972,0.078,1.69E-07,0.082502979,0.082502979,low,normal,normal,
8209,80,edison,0,174419,249061,255849,280000,wyoming,2020-11-04T07:16:15Z,07:16:15Z,4-Nov,0.715,0.251,232266,166070.19,58298.766,4401.563,9776.419,8209,0.464,2.05E-06,0.289277893,0.289277893,high,normal,normal,
3973,66,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T07:16:47Z,07:16:47Z,4-Nov,0.53,0.452,3739988,1982193.64,1690474.576,1392.31,1187.404,3973,0.078,3.62E-07,0.119386232,0.119386232,low,normal,normal,
8130,80,edison,0,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T07:16:49Z,07:16:49Z,4-Nov,0.511,0.471,2877947,1470630.917,1355513.037,821.688,757.368,8130,0.04,4.67E-07,0.135111429,0.135111429,low,normal,normal,
8131,80,edison,0,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T07:17:05Z,07:17:05Z,4-Nov,0.511,0.471,2879279,1471311.569,1356140.409,680.652,627.372,8131,0.04,4.89E-07,0.138049897,0.138049897,low,normal,normal,
7648,83,edison,0,1769443,3854489,3982752,4430000,virginia,2020-11-04T07:17:06Z,07:17:06Z,4-Nov,0.461,0.522,3894363,1795301.343,2032857.486,77492.671,308051.63,7648,0.061,0.00800073,8.004124074,8.004124074,low,outlier,normal,
475,69,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T07:17:08Z,07:17:08Z,4-Nov,0.318,0.664,11179206,3554987.508,7422992.784,6315.162,13186.376,475,0.346,2.40E-06,0.31524759,0.31524759,high,normal,normal,
3974,66,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T07:17:47Z,07:17:47Z,4-Nov,0.53,0.452,3745052,1984877.56,1692763.504,2683.92,2288.928,3974,0.078,1.97E-07,0.088916904,0.088916904,low,normal,normal,
3463,56,edison,0,1090893,3167767,3325046,3725000,massachusetts,2020-11-04T07:17:53Z,07:17:53Z,4-Nov,0.323,0.654,2093994,676360.062,1369472.076,1749.045,1452.831,3463,0.331,3.02E-07,0.109418637,0.109418637,high,normal,normal,
8132,80,edison,0,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T07:17:56Z,07:17:56Z,4-Nov,0.511,0.471,2879285,1471314.635,1356143.235,3.066,2.826,8132,0.04,6.00E-07,0.152167338,0.152167338,low,normal,normal,
6339,71,edison,0,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T07:18:51Z,07:18:51Z,4-Nov,0.562,0.425,5095009,2863395.058,2165378.825,5573.354,9299.817,6339,0.137,9.95E-07,0.202603635,0.202603635,low,normal,normal,
4250,90,edison,0,1323232,2936561,2945233,3415000,minnesota,2020-11-04T07:18:51Z,07:18:51Z,4-Nov,0.449,0.53,3086686,1385922.014,1635943.58,6620.056,4742.378,4250,0.081,3.87E-08,-0.040069259,0.040069259,low,normal,normal,
8133,80,edison,0,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T07:19:03Z,07:19:03Z,4-Nov,0.511,0.471,2897372,1480557.092,1364662.212,9242.457,8518.977,8133,0.04,3.88E-08,-0.040332709,0.040332709,low,normal,normal,
3975,66,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T07:19:18Z,07:19:18Z,4-Nov,0.53,0.452,3746889,1985851.17,1693593.828,973.61,830.324,3975,0.078,4.27E-07,0.129263469,0.129263469,low,normal,normal,
616,88,edison,0,1202484,2569520,2780247,3325000,colorado,2020-11-04T07:19:42Z,07:19:42Z,4-Nov,0.417,0.559,2899402,1209050.634,1620765.718,249.366,334.282,616,0.142,5.90E-07,0.151212715,0.151212715,low,normal,normal,
4739,99,edison,0,1594511,2757323,2827673,3090000,missouri,2020-11-04T07:19:54Z,07:19:54Z,4-Nov,0.569,0.413,3002894,1708646.686,1240195.222,12068.742,3604.96,4739,0.156,3.84E-06,-0.399948374,0.399948374,high,normal,normal,
210,80,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T07:20:03Z,07:20:03Z,4-Nov,0.463,0.523,2567895,1188935.385,1343009.085,6969.539,5319.877,210,0.06,3.31E-08,-0.037136759,0.037136759,low,normal,normal,
3976,66,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T07:20:09Z,07:20:09Z,4-Nov,0.53,0.452,3749467,1987217.51,1694759.084,1366.34,1165.256,3976,0.078,3.65E-07,0.119998871,0.119998871,low,normal,normal,
5145,70,edison,0,345790,710972,744296,805000,new-hampshire,2020-11-04T07:20:22Z,07:20:22Z,4-Nov,0.449,0.532,602470,270509.03,320514.04,352.914,1019.836,5145,0.083,7.68E-07,0.172657409,0.172657409,low,normal,normal,
476,69,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T07:20:23Z,07:20:23Z,4-Nov,0.318,0.663,11203890,3562837.02,7428179.07,7849.512,5186.286,476,0.345,2.08E-07,-0.093253937,0.093253937,high,normal,normal,
211,80,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T07:20:41Z,07:20:41Z,4-Nov,0.463,0.523,2567903,1188939.089,1343013.269,3.704,4.184,211,0.06,6.00E-07,0.15218484,0.15218484,low,normal,normal,
3977,66,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T07:20:47Z,07:20:47Z,4-Nov,0.531,0.452,3751208,1991891.448,1695546.016,4673.938,786.932,3977,0.079,1.81E-07,-0.085980292,0.085980292,low,normal,normal,
6340,72,edison,0,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T07:20:53Z,07:20:53Z,4-Nov,0.561,0.425,5112421,2868068.181,2172778.925,4673.123,7400.1,6340,0.136,7.79E-07,0.17856601,0.17856601,low,normal,normal,
6044,91,edison,0,782403,1789270,2001336,2400000,oregon,2020-11-04T07:20:55Z,07:20:55Z,4-Nov,0.393,0.579,2073767,814990.431,1200711.093,3370.919,10061.149,6044,0.186,3.21E-06,0.36013406,0.36013406,high,normal,normal,
477,69,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T07:21:42Z,07:21:42Z,4-Nov,0.319,0.663,11210050,3576005.95,7432263.15,13168.93,4084.08,477,0.344,4.77E-06,-0.444266221,0.444266221,high,normal,normal,
1666,90,edison,0,409055,652346,690433,875000,idaho,2020-11-04T07:21:47Z,07:21:47Z,4-Nov,0.614,0.355,698175,428679.45,247852.125,4671.641,1609.417,1666,0.259,6.85E-08,-0.052951769,0.052951769,high,normal,normal,
6902,91,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T07:21:49Z,07:21:49Z,4-Nov,0.64,0.333,378160,242022.4,125927.28,264.32,137.529,6902,0.307,5.24E-07,0.142480531,0.142480531,high,normal,normal,
7317,94,edison,0,4685047,7993851,8969226,11660000,texas,2020-11-04T07:21:56Z,07:21:56Z,4-Nov,0.523,0.463,10967811,5736165.153,5078096.493,270.391,239.371,7317,0.06,5.52E-07,0.146203508,0.146203508,low,normal,normal,
3978,66,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T07:21:56Z,07:21:56Z,4-Nov,0.531,0.452,3756573,1994740.263,1697970.996,2848.815,2424.98,3978,0.079,1.79E-07,0.084844008,0.084844008,low,normal,normal,
478,69,edison,0,4483810,13038547,14237884,16230000,california,2020-11-04T07:22:38Z,07:22:38Z,4-Nov,0.318,0.663,11221083,3568304.394,7439578.029,-7701.556,7314.879,478,0.345,2.41E-05,0.889188999,0.889188999,high,normal,normal,
3979,66,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T07:22:47Z,07:22:47Z,4-Nov,0.531,0.452,3757597,1995284.007,1698433.844,543.744,462.848,3979,0.079,4.99E-07,0.139369198,0.139369198,low,normal,normal,
6341,72,edison,0,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T07:22:51Z,07:22:51Z,4-Nov,0.56,0.427,5163464,2891539.84,2204799.128,23471.659,32020.203,6341,0.133,1.73E-07,0.078598852,0.078598852,low,normal,normal,
5560,84,edison,0,2819534,7073151,7721453,8930000,new-york,2020-11-04T07:23:07Z,07:23:07Z,4-Nov,0.405,0.582,7082194,2868288.57,4121836.908,946.89,1360.716,5560,0.177,5.90E-07,0.152018764,0.152018764,high,normal,normal,
3980,66,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T07:23:49Z,07:23:49Z,4-Nov,0.531,0.451,3766173,1999837.863,1698544.023,4553.856,110.179,3980,0.08,2.75E-07,-0.106118916,0.106118916,low,normal,normal,
4799,79,edison,0,279240,484048,501822,605000,montana,2020-11-04T07:24:28Z,07:24:28Z,4-Nov,0.55,0.422,466035,256319.25,196666.77,171.05,131.242,4799,0.128,5.63E-07,0.147610767,0.147610767,low,normal,normal,
6342,72,edison,0,2970733,5742040,6166708,7000000,pennsylvania,2020-11-04T07:24:42Z,07:24:42Z,4-Nov,0.56,0.427,5164220,2891963.2,2205121.94,423.36,322.812,6342,0.133,5.10E-07,0.140714486,0.140714486,low,normal,normal,
7318,94,edison,0,4685047,7993851,8969226,11660000,texas,2020-11-04T07:24:56Z,07:24:56Z,4-Nov,0.523,0.463,10967873,5736197.579,5078125.199,32.426,28.706,7318,0.06,5.95E-07,0.151508359,0.151508359,low,normal,normal,
6903,91,edison,0,227721,363815,370093,430000,south-dakota,2020-11-04T07:25:50Z,07:25:50Z,4-Nov,0.64,0.333,378979,242546.56,126200.007,524.16,272.727,6903,0.307,4.54E-07,0.132895117,0.132895117,high,normal,normal,
8134,81,edison,0,1405284,3068434,2976150,3325000,wisconsin,2020-11-04T07:26:09Z,07:26:09Z,4-Nov,0.511,0.471,2898140,1480949.54,1365023.94,392.448,361.728,8134,0.04,5.34E-07,0.144054597,0.144054597,low,normal,normal,
3981,67,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T07:26:09Z,07:26:09Z,4-Nov,0.531,0.451,3772675,2003290.425,1701476.425,3452.562,2932.402,3981,0.08,1.22E-07,0.070302702,0.070302702,low,normal,normal,
1877,71,edison,0,2146015,5242014,5594420,6100000,illinois,2020-11-04T07:26:17Z,07:26:17Z,4-Nov,0.423,0.559,4349867,1839993.741,2431575.653,55478.121,67726.763,1877,0.136,8.09E-06,-0.340097619,0.340097619,low,normal,normal,
3982,67,edison,0,2279543,4730984,4824260,5550000,michigan,2020-11-04T07:26:41Z,07:26:41Z,4-Nov,0.531,0.451,3780917,2007666.927,1705193.567,4376.502,3717.142,3982,0.08,5.73E-08,0.048377927,0.048377927,low,normal,normal,
